,date,close,volume,open,high,low
5,2019/06/21,1121.88,1947591.0,1109.24,1124.11,1108.08
6,2019/06/20,1111.42,1262011.0,1119.99,1120.12,1104.74
7,2019/06/19,1102.33,1339218.0,1105.6,1107.0,1093.48
8,2019/06/18,1103.6,1386684.0,1109.69,1116.39,1098.99
9,2019/06/17,1092.5,941602.0,1086.28,1099.18,1086.28
