,date,close,volume,open,high,low
15,2019/06/07,1066.04,1802370.0,1050.63,1070.92,1048.4
16,2019/06/06,1044.34,1703244.0,1044.99,1047.49,1033.7
17,2019/06/05,1042.22,2168439.0,1051.54,1053.55,1030.49
18,2019/06/04,1053.05,2833483.0,1042.9,1056.05,1033.69
19,2019/06/03,1036.23,5130576.0,1065.5,1065.5,1025.0
